Date;Level [m] a.s.l;Change in height [m];Delta V [m^3];hydro_year;start_volume
28-12-2004;483,52;0;0;;
29-12-2004;483,54;0,02;110000000;;
30-12-2004;483,54;0;0;;
31-12-2004;483,53;-0,01;-55000000;;
1-1-2005;483,54;0,01;55000000;;
2-1-2005;483,55;0,01;55000000;;
3-1-2005;483,54;-0,01;-55000000;;
4-1-2005;483,52;-0,02;-110000000;;
5-1-2005;483,53;0,01;55000000;;
6-1-2005;483,5;-0,03;-165000000;;
7-1-2005;483,48;-0,02;-110000000;;
8-1-2005;483,45;-0,03;-165000000;;
9-1-2005;483,44;-0,01;-55000000;;
10-1-2005;483,42;-0,02;-110000000;;
11-1-2005;483,41;-0,01;-55000000;;
12-1-2005;483,37;-0,04;-220000000;;
13-1-2005;483,34;-0,03;-165000000;;
14-1-2005;483,34;0;0;;
15-1-2005;483,31;-0,03;-165000000;;
16-1-2005;483,29;-0,02;-110000000;;
17-1-2005;483,28;-0,01;-55000000;;
18-1-2005;483,28;0;0;;
19-1-2005;483,28;0;0;;
20-1-2005;483,29;0,01;55000000;;
21-1-2005;483,29;0;0;;
22-1-2005;483,28;-0,01;-55000000;;
23-1-2005;483,28;0;0;;
24-1-2005;483,28;0;0;;
25-1-2005;483,26;-0,02;-110000000;;
26-1-2005;483,26;0;0;;
27-1-2005;483,26;0;0;;
28-1-2005;483,28;0,02;110000000;;
29-1-2005;483,29;0,01;55000000;;
30-1-2005;483,33;0,04;220000000;;
31-1-2005;483,33;0;0;;
1-2-2005;483,34;0,01;55000000;;
2-2-2005;483,33;-0,01;-55000000;;
3-2-2005;483,33;0;0;;
4-2-2005;483,31;-0,02;-110000000;;
5-2-2005;483,3;-0,01;-55000000;;
6-2-2005;483,28;-0,02;-110000000;;
7-2-2005;483,27;-0,01;-55000000;;
8-2-2005;483,26;-0,01;-55000000;;
9-2-2005;483,25;-0,01;-55000000;;
10-2-2005;483,24;-0,01;-55000000;;
11-2-2005;483,22;-0,02;-110000000;;
12-2-2005;483,2;-0,02;-110000000;;
13-2-2005;483,2;0;0;;
14-2-2005;483,18;-0,02;-110000000;;
15-2-2005;483,17;-0,01;-55000000;;
16-2-2005;483,16;-0,01;-55000000;;
17-2-2005;483,14;-0,02;-110000000;;
18-2-2005;483,13;-0,01;-55000000;;
19-2-2005;483,12;-0,01;-55000000;;
20-2-2005;483,12;0;0;;
21-2-2005;483,11;-0,01;-55000000;;
22-2-2005;483,11;0;0;;
23-2-2005;483,08;-0,03;-165000000;;
24-2-2005;483,05;-0,03;-165000000;;
25-2-2005;483,03;-0,02;-110000000;;
26-2-2005;483,03;0;0;;
27-2-2005;483,02;-0,01;-55000000;;
28-2-2005;483,01;-0,01;-55000000;;
1-3-2005;483;-0,01;-55000000;;
2-3-2005;483;0;0;;
3-3-2005;482,99;-0,01;-55000000;;
4-3-2005;482,98;-0,01;-55000000;;
5-3-2005;482,97;-0,01;-55000000;;
6-3-2005;482,96;-0,01;-55000000;;
7-3-2005;482,95;-0,01;-55000000;;
8-3-2005;482,94;-0,01;-55000000;;
9-3-2005;482,94;0;0;;
10-3-2005;482,93;-0,01;-55000000;;
11-3-2005;482,92;-0,01;-55000000;;
12-3-2005;482,89;-0,03;-165000000;;
13-3-2005;482,89;0;0;;
14-3-2005;482,86;-0,03;-165000000;;
15-3-2005;482,86;0;0;;
16-3-2005;482,85;-0,01;-55000000;;
17-3-2005;482,83;-0,02;-110000000;;
18-3-2005;482,83;0;0;;
19-3-2005;482,82;-0,01;-55000000;;
20-3-2005;482,82;0;0;;
21-3-2005;482,81;-0,01;-55000000;;
22-3-2005;482,8;-0,01;-55000000;;
23-3-2005;482,8;0;0;;
24-3-2005;482,8;0;0;;
25-3-2005;482,8;0;0;;
26-3-2005;482,8;0;0;;
27-3-2005;482,79;-0,01;-55000000;;
28-3-2005;482,79;0;0;;
29-3-2005;482,78;-0,01;-55000000;;
30-3-2005;482,78;0;0;;
31-3-2005;482,78;0;0;;
1-4-2005;482,78;0;0;;
2-4-2005;482,78;0;0;;
3-4-2005;482,78;0;0;;
4-4-2005;482,77;-0,01;-55000000;;
5-4-2005;482,77;0;0;;
6-4-2005;482,77;0;0;;
7-4-2005;482,75;-0,02;-110000000;;
8-4-2005;482,75;0;0;;
9-4-2005;482,75;0;0;;
10-4-2005;482,75;0;0;;
11-4-2005;482,71;-0,04;-220000000;;
12-4-2005;482,71;0;0;;
13-4-2005;482,7;-0,01;-55000000;;
14-4-2005;482,69;-0,01;-55000000;;
15-4-2005;482,69;0;0;;
16-4-2005;482,69;0;0;;
17-4-2005;482,68;-0,01;-55000000;;
18-4-2005;482,68;0;0;;
19-4-2005;482,67;-0,01;-55000000;;
20-4-2005;482,66;-0,01;-55000000;;
21-4-2005;482,66;0;0;;
22-4-2005;482,65;-0,01;-55000000;;
23-4-2005;482,64;-0,01;-55000000;;
24-4-2005;482,64;0;0;;
25-4-2005;482,64;0;0;;
26-4-2005;482,65;0,01;55000000;;
27-4-2005;482,65;0;0;;
28-4-2005;482,65;0;0;;
29-4-2005;482,64;-0,01;-55000000;;
30-4-2005;482,6;-0,04;-220000000;;
1-5-2005;482,6;0;0;;
2-5-2005;482,59;-0,01;-55000000;;
3-5-2005;482,59;0;0;;
4-5-2005;482,58;-0,01;-55000000;;
5-5-2005;482,57;-0,01;-55000000;;
6-5-2005;482,57;0;0;;
7-5-2005;482,57;0;0;;
8-5-2005;482,56;-0,01;-55000000;;
9-5-2005;482,56;0;0;;
10-5-2005;482,56;0;0;;
11-5-2005;482,55;-0,01;-55000000;;
12-5-2005;482,55;0;0;;
13-5-2005;482,55;0;0;;
14-5-2005;482,55;0;0;;
15-5-2005;482,55;0;0;;
16-5-2005;482,55;0;0;;
17-5-2005;482,54;-0,01;-55000000;;
18-5-2005;482,56;0,02;110000000;;
19-5-2005;482,55;-0,01;-55000000;;
20-5-2005;482,54;-0,01;-55000000;;
21-5-2005;482,53;-0,01;-55000000;;
22-5-2005;482,53;0;0;;
23-5-2005;482,53;0;0;;
24-5-2005;482,53;0;0;;
25-5-2005;482,53;0;0;;
26-5-2005;482,52;-0,01;-55000000;;
27-5-2005;482,51;-0,01;-55000000;;
28-5-2005;482,5;-0,01;-55000000;;
29-5-2005;482,5;0;0;;
30-5-2005;482,5;0;0;;
31-5-2005;482,49;-0,01;-55000000;;
1-6-2005;482,48;-0,01;-55000000;;
2-6-2005;482,48;0;0;;
3-6-2005;482,48;0;0;;
4-6-2005;482,47;-0,01;-55000000;;
5-6-2005;482,47;0;0;;
6-6-2005;482,47;0;0;;
7-6-2005;482,46;-0,01;-55000000;;
8-6-2005;482,46;0;0;;
9-6-2005;482,45;-0,01;-55000000;;
10-6-2005;482,45;0;0;;
11-6-2005;482,44;-0,01;-55000000;;
12-6-2005;482,43;-0,01;-55000000;;
13-6-2005;482,42;-0,01;-55000000;;
14-6-2005;482,42;0;0;;
15-6-2005;482,41;-0,01;-55000000;;
16-6-2005;482,41;0;0;;
17-6-2005;482,4;-0,01;-55000000;;
18-6-2005;482,39;-0,01;-55000000;;
19-6-2005;482,38;-0,01;-55000000;;
20-6-2005;482,38;0;0;;
21-6-2005;482,38;0;0;;
22-6-2005;482,37;-0,01;-55000000;;
23-6-2005;482,35;-0,02;-110000000;;
24-6-2005;482,34;-0,01;-55000000;;
25-6-2005;482,33;-0,01;-55000000;;
26-6-2005;482,31;-0,02;-110000000;;
27-6-2005;482,3;-0,01;-55000000;;
28-6-2005;482,3;0;0;;
29-6-2005;482,28;-0,02;-110000000;;
30-6-2005;482,27;-0,01;-55000000;;
1-7-2005;482,26;-0,01;-55000000;;
2-7-2005;482,25;-0,01;-55000000;;
3-7-2005;482,24;-0,01;-55000000;;
4-7-2005;482,21;-0,03;-165000000;;
5-7-2005;482,19;-0,02;-110000000;;
6-7-2005;482,17;-0,02;-110000000;;
7-7-2005;482,16;-0,01;-55000000;;
8-7-2005;482,14;-0,02;-110000000;;
9-7-2005;482,12;-0,02;-110000000;;
10-7-2005;482,09;-0,03;-165000000;;
11-7-2005;482,07;-0,02;-110000000;;
12-7-2005;482,04;-0,03;-165000000;;
13-7-2005;482,02;-0,02;-110000000;;
14-7-2005;482;-0,02;-110000000;;
15-7-2005;481,99;-0,01;-55000000;;
16-7-2005;481,98;-0,01;-55000000;;
17-7-2005;481,96;-0,02;-110000000;;
18-7-2005;481,95;-0,01;-55000000;;
19-7-2005;481,94;-0,01;-55000000;;
20-7-2005;481,93;-0,01;-55000000;;
21-7-2005;481,92;-0,01;-55000000;;
22-7-2005;481,9;-0,02;-110000000;;
23-7-2005;481,88;-0,02;-110000000;;
24-7-2005;481,85;-0,03;-165000000;;
25-7-2005;481,82;-0,03;-165000000;;
26-7-2005;481,81;-0,01;-55000000;;
27-7-2005;481,8;-0,01;-55000000;;
28-7-2005;481,77;-0,03;-165000000;;
29-7-2005;481,75;-0,02;-110000000;;
30-7-2005;481,73;-0,02;-110000000;;
31-7-2005;481,71;-0,02;-110000000;;
1-8-2005;481,7;-0,01;-55000000;;
2-8-2005;481,68;-0,02;-110000000;;
3-8-2005;481,66;-0,02;-110000000;;
4-8-2005;481,63;-0,03;-165000000;;
5-8-2005;481,63;0;0;;
6-8-2005;481,58;-0,05;-275000000;;
7-8-2005;481,57;-0,01;-55000000;;
8-8-2005;481,55;-0,02;-110000000;;
9-8-2005;481,51;-0,04;-220000000;;
10-8-2005;481,5;-0,01;-55000000;;
11-8-2005;481,48;-0,02;-110000000;;
12-8-2005;481,45;-0,03;-165000000;;
13-8-2005;481,41;-0,04;-220000000;;
14-8-2005;481,41;0;0;;
15-8-2005;481,4;-0,01;-55000000;;
16-8-2005;481,39;-0,01;-55000000;;
17-8-2005;481,38;-0,01;-55000000;;
18-8-2005;481,36;-0,02;-110000000;;
19-8-2005;481,33;-0,03;-165000000;;
20-8-2005;481,31;-0,02;-110000000;;
21-8-2005;481,3;-0,01;-55000000;;
22-8-2005;481,25;-0,05;-275000000;;
23-8-2005;481,21;-0,04;-220000000;;
24-8-2005;481,2;-0,01;-55000000;;
25-8-2005;481,2;0;0;;
26-8-2005;481,18;-0,02;-110000000;;
27-8-2005;481,17;-0,01;-55000000;;
28-8-2005;481,16;-0,01;-55000000;;
29-8-2005;481,15;-0,01;-55000000;;
30-8-2005;481,13;-0,02;-110000000;;
31-8-2005;481,08;-0,05;-275000000;;
1-9-2005;481,05;-0,03;-165000000;;
2-9-2005;481,03;-0,02;-110000000;;
3-9-2005;481,02;-0,01;-55000000;;
4-9-2005;481;-0,02;-110000000;;
5-9-2005;480,98;-0,02;-110000000;;
6-9-2005;480,96;-0,02;-110000000;;
7-9-2005;480,94;-0,02;-110000000;;
8-9-2005;480,93;-0,01;-55000000;;
9-9-2005;480,91;-0,02;-110000000;;
10-9-2005;480,89;-0,02;-110000000;;
11-9-2005;480,88;-0,01;-55000000;;
12-9-2005;480,86;-0,02;-110000000;;
13-9-2005;480,84;-0,02;-110000000;;
14-9-2005;480,81;-0,03;-165000000;;
15-9-2005;480,78;-0,03;-165000000;;
16-9-2005;480,75;-0,03;-165000000;;
17-9-2005;480,73;-0,02;-110000000;;
18-9-2005;480,71;-0,02;-110000000;;
19-9-2005;480,69;-0,02;-110000000;;
20-9-2005;480,66;-0,03;-165000000;;
21-9-2005;480,64;-0,02;-110000000;;
22-9-2005;480,62;-0,02;-110000000;;
23-9-2005;480,59;-0,03;-165000000;;
24-9-2005;480,57;-0,02;-110000000;;
25-9-2005;480,55;-0,02;-110000000;;
26-9-2005;480,52;-0,03;-165000000;;
27-9-2005;480,49;-0,03;-165000000;;
28-9-2005;480,46;-0,03;-165000000;;
29-9-2005;480,43;-0,03;-165000000;;
30-9-2005;480,4;-0,03;-165000000;;
1-10-2005;480,38;-0,02;-110000000;;
2-10-2005;480,36;-0,02;-110000000;;
3-10-2005;480,34;-0,02;-110000000;;
4-10-2005;480,32;-0,02;-110000000;;
5-10-2005;480,3;-0,02;-110000000;;
6-10-2005;480,28;-0,02;-110000000;;
7-10-2005;480,25;-0,03;-165000000;;
8-10-2005;480,23;-0,02;-110000000;;
9-10-2005;480,2;-0,03;-165000000;;
10-10-2005;480,18;-0,02;-110000000;;
11-10-2005;480,16;-0,02;-110000000;;
12-10-2005;480,14;-0,02;-110000000;;
13-10-2005;480,13;-0,01;-55000000;;
14-10-2005;480,1;-0,03;-165000000;;
15-10-2005;480,06;-0,04;-220000000;;
16-10-2005;480,03;-0,03;-165000000;;
17-10-2005;479,99;-0,04;-220000000;;
18-10-2005;479,96;-0,03;-165000000;;
19-10-2005;479,93;-0,03;-165000000;;
20-10-2005;479,91;-0,02;-110000000;;
21-10-2005;479,88;-0,03;-165000000;;
22-10-2005;479,85;-0,03;-165000000;;
23-10-2005;479,83;-0,02;-110000000;;
24-10-2005;479,8;-0,03;-165000000;;
25-10-2005;479,79;-0,01;-55000000;;
26-10-2005;479,77;-0,02;-110000000;;
27-10-2005;479,75;-0,02;-110000000;;
28-10-2005;479,71;-0,04;-220000000;;
29-10-2005;479,67;-0,04;-220000000;;
30-10-2005;479,64;-0,03;-165000000;;
31-10-2005;479,61;-0,03;-165000000;;
1-11-2005;479,58;-0,03;-165000000;;
2-11-2005;479,56;-0,02;-110000000;;
3-11-2005;479,54;-0,02;-110000000;;
4-11-2005;479,51;-0,03;-165000000;;
5-11-2005;479,48;-0,03;-165000000;;
6-11-2005;479,45;-0,03;-165000000;;
7-11-2005;479,43;-0,02;-110000000;;
8-11-2005;479,42;-0,01;-55000000;;
9-11-2005;479,4;-0,02;-110000000;;
10-11-2005;479,38;-0,02;-110000000;;
11-11-2005;479,35;-0,03;-165000000;;
12-11-2005;479,31;-0,04;-220000000;;
13-11-2005;479,28;-0,03;-165000000;;
14-11-2005;479,25;-0,03;-165000000;;
15-11-2005;479,24;-0,01;-55000000;;
16-11-2005;479,21;-0,03;-165000000;;
17-11-2005;479,2;-0,01;-55000000;;
18-11-2005;479,17;-0,03;-165000000;;
19-11-2005;479,15;-0,02;-110000000;;
20-11-2005;479,14;-0,01;-55000000;;
21-11-2005;479,12;-0,02;-110000000;;
22-11-2005;479,08;-0,04;-220000000;;
23-11-2005;479,05;-0,03;-165000000;;
24-11-2005;479,02;-0,03;-165000000;;
25-11-2005;479;-0,02;-110000000;;
26-11-2005;478,99;-0,01;-55000000;;
27-11-2005;478,98;-0,01;-55000000;;
28-11-2005;478,97;-0,01;-55000000;;
29-11-2005;478,96;-0,01;-55000000;;
30-11-2005;478,95;-0,01;-55000000;;
1-12-2005;478,94;-0,01;-55000000;;
2-12-2005;478,93;-0,01;-55000000;;
3-12-2005;478,95;0,02;110000000;;
4-12-2005;478,95;0;0;;
5-12-2005;478,95;0;0;;
6-12-2005;478,95;0;0;;
7-12-2005;478,96;0,01;55000000;;
8-12-2005;478,96;0;0;;
9-12-2005;478,95;-0,01;-55000000;;
10-12-2005;478,95;0;0;;
11-12-2005;478,95;0;0;;
12-12-2005;478,94;-0,01;-55000000;;
13-12-2005;478,94;0;0;;
14-12-2005;478,92;-0,02;-110000000;;
15-12-2005;478,91;-0,01;-55000000;;
16-12-2005;478,88;-0,03;-165000000;;
17-12-2005;478,84;-0,04;-220000000;;
18-12-2005;478,82;-0,02;-110000000;;
19-12-2005;478,8;-0,02;-110000000;;
20-12-2005;478,79;-0,01;-55000000;;
21-12-2005;478,79;0;0;;
22-12-2005;478,78;-0,01;-55000000;;
23-12-2005;478,77;-0,01;-55000000;;
24-12-2005;478,76;-0,01;-55000000;;
25-12-2005;478,77;0,01;55000000;;
26-12-2005;478,77;0;0;;
27-12-2005;478,82;0,05;275000000;;
28-12-2005;478,84;0,02;110000000;;
29-12-2005;478,88;0,04;220000000;;
30-12-2005;478,89;0,01;55000000;;
31-12-2005;478,9;0,01;55000000;;
1-1-2006;478,91;0,01;55000000;;
2-1-2006;478,93;0,02;110000000;;
3-1-2006;478,94;0,01;55000000;;
4-1-2006;478,93;-0,01;-55000000;;
5-1-2006;478,92;-0,01;-55000000;;
6-1-2006;478,93;0,01;55000000;;
7-1-2006;478,95;0,02;110000000;;
8-1-2006;478,96;0,01;55000000;;
9-1-2006;478,97;0,01;55000000;;
10-1-2006;478,99;0,02;110000000;;
11-1-2006;478,99;0;0;;
12-1-2006;478,99;0;0;;
13-1-2006;479;0,01;55000000;;
14-1-2006;479,02;0,02;110000000;;
15-1-2006;479,06;0,04;220000000;;
16-1-2006;479,09;0,03;165000000;;
17-1-2006;479,11;0,02;110000000;;
18-1-2006;479,13;0,02;110000000;;
19-1-2006;479,17;0,04;220000000;;
20-1-2006;479,22;0,05;275000000;;
21-1-2006;479,25;0,03;165000000;;
22-1-2006;479,31;0,06;330000000;;
23-1-2006;479,36;0,05;275000000;;
24-1-2006;479,38;0,02;110000000;;
25-1-2006;479,4;0,02;110000000;;
26-1-2006;479,41;0,01;55000000;;
27-1-2006;479,42;0,01;55000000;;
28-1-2006;479,41;-0,01;-55000000;;
29-1-2006;479,43;0,02;110000000;;
30-1-2006;479,45;0,02;110000000;;
31-1-2006;479,47;0,02;110000000;;
1-2-2006;479,5;0,03;165000000;;
2-2-2006;479,53;0,03;165000000;;
3-2-2006;479,55;0,02;110000000;;
4-2-2006;479,56;0,01;55000000;;
5-2-2006;479,56;0;0;;
6-2-2006;479,61;0,05;275000000;;
7-2-2006;479,67;0,06;330000000;;
8-2-2006;479,74;0,07;385000000;;
9-2-2006;479,78;0,04;220000000;;
10-2-2006;479,82;0,04;220000000;;
11-2-2006;479,86;0,04;220000000;;
12-2-2006;479,92;0,06;330000000;;
13-2-2006;479,93;0,01;55000000;;
14-2-2006;479,93;0;0;;
15-2-2006;479,94;0,01;55000000;;
16-2-2006;479,95;0,01;55000000;;
17-2-2006;479,96;0,01;55000000;;
18-2-2006;479,98;0,02;110000000;;
19-2-2006;480;0,02;110000000;;
20-2-2006;480,04;0,04;220000000;;
21-2-2006;480,05;0,01;55000000;;
22-2-2006;480,08;0,03;165000000;;
23-2-2006;480,11;0,03;165000000;;
24-2-2006;480,14;0,03;165000000;;
25-2-2006;480,2;0,06;330000000;;
26-2-2006;480,22;0,02;110000000;;
27-2-2006;480,23;0,01;55000000;;
28-2-2006;480,24;0,01;55000000;;
1-3-2006;480,26;0,02;110000000;;
2-3-2006;480,29;0,03;165000000;;
3-3-2006;480,3;0,01;55000000;;
4-3-2006;480,35;0,05;275000000;;
5-3-2006;480,44;0,09;495000000;;
6-3-2006;480,51;0,07;385000000;;
7-3-2006;480,54;0,03;165000000;;
8-3-2006;480,55;0,01;55000000;;
9-3-2006;480,55;0;0;;
10-3-2006;480,56;0,01;55000000;;
11-3-2006;480,56;0;0;;
12-3-2006;480,57;0,01;55000000;;
13-3-2006;480,58;0,01;55000000;;
14-3-2006;480,58;0;0;;
15-3-2006;480,59;0,01;55000000;;
16-3-2006;480,6;0,01;55000000;;
17-3-2006;480,6;0;0;;
18-3-2006;480,61;0,01;55000000;;
19-3-2006;480,6;-0,01;-55000000;;
20-3-2006;480,61;0,01;55000000;;
21-3-2006;480,62;0,01;55000000;;
22-3-2006;480,62;0;0;;
23-3-2006;480,63;0,01;55000000;;
24-3-2006;480,63;0;0;;
25-3-2006;480,64;0,01;55000000;;
26-3-2006;480,65;0,01;55000000;;
27-3-2006;480,65;0;0;;
28-3-2006;480,66;0,01;55000000;;
29-3-2006;480,67;0,01;55000000;;
30-3-2006;480,67;0;0;;
31-3-2006;480,66;-0,01;-55000000;;
1-4-2006;480,67;0,01;55000000;;
2-4-2006;480,68;0,01;55000000;;
3-4-2006;480,69;0,01;55000000;;
4-4-2006;480,7;0,01;55000000;;
5-4-2006;480,71;0,01;55000000;;
6-4-2006;480,72;0,01;55000000;;
7-4-2006;480,73;0,01;55000000;;
8-4-2006;480,73;0;0;;
9-4-2006;480,75;0,02;110000000;;
10-4-2006;480,75;0;0;;
11-4-2006;480,76;0,01;55000000;;
12-4-2006;480,77;0,01;55000000;;
13-4-2006;480,79;0,02;110000000;;
14-4-2006;480,8;0,01;55000000;;
15-4-2006;480,81;0,01;55000000;;
16-4-2006;480,8;-0,01;-55000000;;
17-4-2006;480,83;0,03;165000000;;
18-4-2006;480,84;0,01;55000000;;
19-4-2006;480,84;0;0;;
20-4-2006;480,85;0,01;55000000;;
21-4-2006;480,88;0,03;165000000;;
22-4-2006;480,9;0,02;110000000;;
23-4-2006;480,93;0,03;165000000;;
24-4-2006;480,96;0,03;165000000;;
25-4-2006;480,97;0,01;55000000;;
26-4-2006;480,97;0;0;;
27-4-2006;480,98;0,01;55000000;;
28-4-2006;480,99;0,01;55000000;;
29-4-2006;480,99;0;0;;
30-4-2006;481;0,01;55000000;;
1-5-2006;481,01;0,01;55000000;;
2-5-2006;481,03;0,02;110000000;;
3-5-2006;481,05;0,02;110000000;;
4-5-2006;481,06;0,01;55000000;;
5-5-2006;481,09;0,03;165000000;;
6-5-2006;481,11;0,02;110000000;;
7-5-2006;481,13;0,02;110000000;;
8-5-2006;481,15;0,02;110000000;;
9-5-2006;481,17;0,02;110000000;;
10-5-2006;481,18;0,01;55000000;;
11-5-2006;481,2;0,02;110000000;;
12-5-2006;481,21;0,01;55000000;;
13-5-2006;481,21;0;0;;
14-5-2006;481,22;0,01;55000000;;
15-5-2006;481,24;0,02;110000000;;
16-5-2006;481,26;0,02;110000000;;
17-5-2006;481,27;0,01;55000000;;
18-5-2006;481,28;0,01;55000000;;
19-5-2006;481,3;0,02;110000000;;
20-5-2006;481,3;0;0;;
21-5-2006;481,31;0,01;55000000;;
22-5-2006;481,32;0,01;55000000;;
23-5-2006;481,34;0,02;110000000;;
24-5-2006;481,36;0,02;110000000;;
25-5-2006;481,37;0,01;55000000;;
26-5-2006;481,37;0;0;;
27-5-2006;481,38;0,01;55000000;;
28-5-2006;481,39;0,01;55000000;;
29-5-2006;481,4;0,01;55000000;;
30-5-2006;481,41;0,01;55000000;;
31-5-2006;481,42;0,01;55000000;;
1-6-2006;481,43;0,01;55000000;;
2-6-2006;481,44;0,01;55000000;;
3-6-2006;481,45;0,01;55000000;;
4-6-2006;481,45;0;0;;
5-6-2006;481,46;0,01;55000000;;
6-6-2006;481,48;0,02;110000000;;
7-6-2006;481,49;0,01;55000000;;
8-6-2006;481,5;0,01;55000000;;
9-6-2006;481,51;0,01;55000000;;
10-6-2006;481,53;0,02;110000000;;
11-6-2006;481,53;0;0;;
12-6-2006;481,53;0;0;;
13-6-2006;481,53;0;0;;
14-6-2006;481,53;0;0;;
15-6-2006;481,53;0;0;;
16-6-2006;481,53;0;0;;
17-6-2006;481,53;0;0;;
18-6-2006;481,53;0;0;;
19-6-2006;481,54;0,01;55000000;;
20-6-2006;481,55;0,01;55000000;;
21-6-2006;481,56;0,01;55000000;;
22-6-2006;481,57;0,01;55000000;;
23-6-2006;481,57;0;0;;
24-6-2006;481,57;0;0;;
25-6-2006;481,56;-0,01;-55000000;;
26-6-2006;481,55;-0,01;-55000000;;
27-6-2006;481,55;0;0;;
28-6-2006;481,54;-0,01;-55000000;;
29-6-2006;481,53;-0,01;-55000000;;
30-6-2006;481,53;0;0;;
1-7-2006;481,52;-0,01;-55000000;;
2-7-2006;481,51;-0,01;-55000000;;
3-7-2006;481,5;-0,01;-55000000;;
4-7-2006;481,5;0;0;;
5-7-2006;481,49;-0,01;-55000000;;
6-7-2006;481,48;-0,01;-55000000;;
7-7-2006;481,48;0;0;;
8-7-2006;481,47;-0,01;-55000000;;
9-7-2006;481,46;-0,01;-55000000;;
10-7-2006;481,45;-0,01;-55000000;;
11-7-2006;481,44;-0,01;-55000000;;
12-7-2006;481,43;-0,01;-55000000;;
13-7-2006;481,41;-0,02;-110000000;;
14-7-2006;481,39;-0,02;-110000000;;
15-7-2006;481,36;-0,03;-165000000;;
16-7-2006;481,35;-0,01;-55000000;;
17-7-2006;481,34;-0,01;-55000000;;
18-7-2006;481,33;-0,01;-55000000;;
19-7-2006;481,33;0;0;;
20-7-2006;481,32;-0,01;-55000000;;
21-7-2006;481,32;0;0;;
22-7-2006;481,31;-0,01;-55000000;;
23-7-2006;481,29;-0,02;-110000000;;
24-7-2006;481,26;-0,03;-165000000;;
25-7-2006;481,24;-0,02;-110000000;;
26-7-2006;481,22;-0,02;-110000000;;
27-7-2006;481,19;-0,03;-165000000;;
28-7-2006;481,16;-0,03;-165000000;;
29-7-2006;481,13;-0,03;-165000000;;
30-7-2006;481,12;-0,01;-55000000;;
31-7-2006;481,1;-0,02;-110000000;;
1-8-2006;481,08;-0,02;-110000000;;
2-8-2006;481,05;-0,03;-165000000;;
3-8-2006;481,03;-0,02;-110000000;;
4-8-2006;481,02;-0,01;-55000000;;
5-8-2006;481,01;-0,01;-55000000;;
6-8-2006;480,99;-0,02;-110000000;;
7-8-2006;480,97;-0,02;-110000000;;
8-8-2006;480,96;-0,01;-55000000;;
9-8-2006;480,93;-0,03;-165000000;;
10-8-2006;480,9;-0,03;-165000000;;
11-8-2006;480,87;-0,03;-165000000;;
12-8-2006;480,85;-0,02;-110000000;;
13-8-2006;480,83;-0,02;-110000000;;
14-8-2006;480,81;-0,02;-110000000;;
15-8-2006;480,8;-0,01;-55000000;;
16-8-2006;480,79;-0,01;-55000000;;
17-8-2006;480,78;-0,01;-55000000;;
18-8-2006;480,75;-0,03;-165000000;;
19-8-2006;480,73;-0,02;-110000000;;
20-8-2006;480,71;-0,02;-110000000;;
21-8-2006;480,68;-0,03;-165000000;;
22-8-2006;480,66;-0,02;-110000000;;
23-8-2006;480,63;-0,03;-165000000;;
24-8-2006;480,61;-0,02;-110000000;;
25-8-2006;480,59;-0,02;-110000000;;
26-8-2006;480,58;-0,01;-55000000;;
27-8-2006;480,56;-0,02;-110000000;;
28-8-2006;480,54;-0,02;-110000000;;
29-8-2006;480,51;-0,03;-165000000;;
30-8-2006;480,49;-0,02;-110000000;;
31-8-2006;480,47;-0,02;-110000000;;
1-9-2006;480,45;-0,02;-110000000;;
2-9-2006;480,43;-0,02;-110000000;;
3-9-2006;480,41;-0,02;-110000000;;
4-9-2006;480,38;-0,03;-165000000;;
5-9-2006;480,36;-0,02;-110000000;;
6-9-2006;480,35;-0,01;-55000000;;
7-9-2006;480,32;-0,03;-165000000;;
8-9-2006;480,29;-0,03;-165000000;;
9-9-2006;480,26;-0,03;-165000000;;
10-9-2006;480,23;-0,03;-165000000;;
11-9-2006;480,21;-0,02;-110000000;;
12-9-2006;480,19;-0,02;-110000000;;
13-9-2006;480,16;-0,03;-165000000;;
14-9-2006;480,14;-0,02;-110000000;;
15-9-2006;480,12;-0,02;-110000000;;
16-9-2006;480,1;-0,02;-110000000;;
17-9-2006;480,09;-0,01;-55000000;;
18-9-2006;480,07;-0,02;-110000000;;
19-9-2006;480,05;-0,02;-110000000;;
20-9-2006;480,02;-0,03;-165000000;;
21-9-2006;480;-0,02;-110000000;;
22-9-2006;479,97;-0,03;-165000000;;
23-9-2006;479,94;-0,03;-165000000;;
24-9-2006;479,92;-0,02;-110000000;;
25-9-2006;479,9;-0,02;-110000000;;
26-9-2006;479,88;-0,02;-110000000;;
27-9-2006;479,86;-0,02;-110000000;;
28-9-2006;479,84;-0,02;-110000000;;
29-9-2006;479,81;-0,03;-165000000;;
30-9-2006;479,79;-0,02;-110000000;;
1-10-2006;479,77;-0,02;-110000000;;
2-10-2006;479,75;-0,02;-110000000;;
3-10-2006;479,74;-0,01;-55000000;;
4-10-2006;479,72;-0,02;-110000000;;
5-10-2006;479,7;-0,02;-110000000;;
6-10-2006;479,68;-0,02;-110000000;;
7-10-2006;479,64;-0,04;-220000000;;
8-10-2006;479,58;-0,06;-330000000;;
9-10-2006;479,56;-0,02;-110000000;;
10-10-2006;479,54;-0,02;-110000000;;
11-10-2006;479,5;-0,04;-220000000;;
