Date;Level [m] a.s.l;Change in height [m];Delta V [m^3];hydro_year;start_volume
18-9-2019;478,15;-0,01;-55000000;;
19-9-2019;478,13;-0,02;-110000000;;
20-9-2019;478,12;-0,01;-55000000;;
21-9-2019;478,1;-0,02;-110000000;;
22-9-2019;478,09;-0,01;-55000000;;
23-9-2019;478,08;-0,01;-55000000;;
24-9-2019;478,07;-0,01;-55000000;;
25-9-2019;478,06;-0,01;-55000000;;
26-9-2019;478,05;-0,01;-55000000;;
27-9-2019;478,03;-0,02;-110000000;;
28-9-2019;478,02;-0,01;-55000000;;
29-9-2019;478,01;-0,01;-55000000;;
30-9-2019;477,99;-0,02;-110000000;;
1-10-2019;477,99;0;0;;
2-10-2019;477,97;-0,02;-110000000;;
3-10-2019;477,97;0;0;;
4-10-2019;477,95;-0,02;-110000000;;
5-10-2019;477,94;-0,01;-55000000;;
6-10-2019;477,93;-0,01;-55000000;;
7-10-2019;477,92;-0,01;-55000000;;
8-10-2019;477,91;-0,01;-55000000;;
9-10-2019;477,9;-0,01;-55000000;;
10-10-2019;477,89;-0,01;-55000000;;
11-10-2019;477,86;-0,03;-165000000;;
12-10-2019;477,86;0;0;;
13-10-2019;477,85;-0,01;-55000000;;
14-10-2019;477,83;-0,02;-110000000;;
15-10-2019;477,81;-0,02;-110000000;;
16-10-2019;477,79;-0,02;-110000000;;
17-10-2019;477,77;-0,02;-110000000;;
18-10-2019;477,73;-0,04;-220000000;;
19-10-2019;477,7;-0,03;-165000000;;
20-10-2019;477,69;-0,01;-55000000;;
21-10-2019;477,68;-0,01;-55000000;;
22-10-2019;477,67;-0,01;-55000000;;
23-10-2019;477,66;-0,01;-55000000;;
24-10-2019;477,64;-0,02;-110000000;;
25-10-2019;477,63;-0,01;-55000000;;
26-10-2019;477,61;-0,02;-110000000;;
27-10-2019;477,59;-0,02;-110000000;;
28-10-2019;477,57;-0,02;-110000000;;
29-10-2019;477,54;-0,03;-165000000;;
30-10-2019;477,52;-0,02;-110000000;;
31-10-2019;477,5;-0,02;-110000000;;
1-11-2019;477,49;-0,01;-55000000;;
2-11-2019;477,47;-0,02;-110000000;;
3-11-2019;477,45;-0,02;-110000000;;
4-11-2019;477,44;-0,01;-55000000;;
5-11-2019;477,42;-0,02;-110000000;;
6-11-2019;477,39;-0,03;-165000000;;
7-11-2019;477,37;-0,02;-110000000;;
8-11-2019;477,36;-0,01;-55000000;;
9-11-2019;477,35;-0,01;-55000000;;
10-11-2019;477,33;-0,02;-110000000;;
11-11-2019;477,31;-0,02;-110000000;;
12-11-2019;477,3;-0,01;-55000000;;
13-11-2019;477,28;-0,02;-110000000;;
14-11-2019;477,27;-0,01;-55000000;;
15-11-2019;477,27;0;0;;
16-11-2019;477,25;-0,02;-110000000;;
17-11-2019;477,24;-0,01;-55000000;;
18-11-2019;477,22;-0,02;-110000000;;
19-11-2019;477,22;0;0;;
20-11-2019;477,21;-0,01;-55000000;;
21-11-2019;477,2;-0,01;-55000000;;
22-11-2019;477,2;0;0;;
23-11-2019;477,2;0;0;;
24-11-2019;477,2;0;0;;
25-11-2019;477,19;-0,01;-55000000;;
26-11-2019;477,17;-0,02;-110000000;;
27-11-2019;477,16;-0,01;-55000000;;
28-11-2019;477,14;-0,02;-110000000;;
29-11-2019;477,13;-0,01;-55000000;;
30-11-2019;477,11;-0,02;-110000000;;
1-12-2019;477,1;-0,01;-55000000;;
2-12-2019;477,07;-0,03;-165000000;;
3-12-2019;477,04;-0,03;-165000000;;
4-12-2019;477,02;-0,02;-110000000;;
5-12-2019;476,99;-0,03;-165000000;;
6-12-2019;476,98;-0,01;-55000000;;
7-12-2019;476,96;-0,02;-110000000;;
8-12-2019;476,94;-0,02;-110000000;;
9-12-2019;476,93;-0,01;-55000000;;
10-12-2019;476,93;0;0;;
11-12-2019;476,98;0,05;275000000;;
12-12-2019;476,97;-0,01;-55000000;;
13-12-2019;476,96;-0,01;-55000000;;
14-12-2019;476,95;-0,01;-55000000;;
15-12-2019;476,94;-0,01;-55000000;;
16-12-2019;476,92;-0,02;-110000000;;
17-12-2019;476,89;-0,03;-165000000;;
18-12-2019;476,86;-0,03;-165000000;;
19-12-2019;476,83;-0,03;-165000000;;
20-12-2019;476,81;-0,02;-110000000;;
21-12-2019;476,81;0;0;;
22-12-2019;476,76;-0,05;-275000000;;
23-12-2019;476,74;-0,02;-110000000;;
24-12-2019;476,73;-0,01;-55000000;;
25-12-2019;476,72;-0,01;-55000000;;
26-12-2019;476,72;0;0;;
27-12-2019;476,71;-0,01;-55000000;;
28-12-2019;476,7;-0,01;-55000000;;
29-12-2019;476,7;0;0;;
30-12-2019;476,69;-0,01;-55000000;;
31-12-2019;476,69;0;0;;
1-1-2020;476,67;-0,02;-110000000;;
2-1-2020;476,66;-0,01;-55000000;;
3-1-2020;476,64;-0,02;-110000000;;
4-1-2020;476,63;-0,01;-55000000;;
5-1-2020;476,63;0;0;;
6-1-2020;476,63;0;0;;
7-1-2020;476,62;-0,01;-55000000;;
8-1-2020;476,62;0;0;;
9-1-2020;476,62;0;0;;
10-1-2020;476,62;0;0;;
11-1-2020;476,62;0;0;;
12-1-2020;476,61;-0,01;-55000000;;
13-1-2020;476,62;0,01;55000000;;
14-1-2020;476,62;0;0;;
15-1-2020;476,63;0,01;55000000;;
16-1-2020;476,64;0,01;55000000;;
17-1-2020;476,67;0,03;165000000;;
18-1-2020;476,71;0,04;220000000;;
19-1-2020;476,8;0,09;495000000;;
20-1-2020;476,87;0,07;385000000;;
21-1-2020;476,89;0,02;110000000;;
22-1-2020;476,87;-0,02;-110000000;;
23-1-2020;476,88;0,01;55000000;;
24-1-2020;476,85;-0,03;-165000000;;
25-1-2020;476,82;-0,03;-165000000;;
26-1-2020;476,8;-0,02;-110000000;;
27-1-2020;476,79;-0,01;-55000000;;
28-1-2020;476,79;0;0;;
29-1-2020;476,76;-0,03;-165000000;;
30-1-2020;476,75;-0,01;-55000000;;
31-1-2020;476,75;0;0;;
1-2-2020;476,74;-0,01;-55000000;;
2-2-2020;476,73;-0,01;-55000000;;
3-2-2020;476,73;0;0;;
4-2-2020;476,72;-0,01;-55000000;;
5-2-2020;476,72;0;0;;
6-2-2020;476,71;-0,01;-55000000;;
7-2-2020;476,71;0;0;;
8-2-2020;476,71;0;0;;
9-2-2020;476,73;0,02;110000000;;
10-2-2020;476,75;0,02;110000000;;
11-2-2020;476,86;0,11;605000000;;
12-2-2020;476,95;0,09;495000000;;
13-2-2020;476,96;0,01;55000000;;
14-2-2020;476,98;0,02;110000000;;
15-2-2020;476,96;-0,02;-110000000;;
16-2-2020;476,95;-0,01;-55000000;;
17-2-2020;476,95;0;0;;
18-2-2020;476,96;0,01;55000000;;
19-2-2020;476,97;0,01;55000000;;
20-2-2020;476,99;0,02;110000000;;
21-2-2020;477,01;0,02;110000000;;
22-2-2020;477,02;0,01;55000000;;
23-2-2020;477,02;0;0;;
24-2-2020;477,01;-0,01;-55000000;;
25-2-2020;477,09;0,08;440000000;;
26-2-2020;477,15;0,06;330000000;;
27-2-2020;477,13;-0,02;-110000000;;
28-2-2020;477,13;0;0;;
29-2-2020;477,14;0,01;55000000;;
1-3-2020;477,16;0,02;110000000;;
2-3-2020;477,17;0,01;55000000;;
3-3-2020;477,17;0;0;;
4-3-2020;477,18;0,01;55000000;;
5-3-2020;477,19;0,01;55000000;;
6-3-2020;477,21;0,02;110000000;;
7-3-2020;477,22;0,01;55000000;;
8-3-2020;477,23;0,01;55000000;;
9-3-2020;477,23;0;0;;
10-3-2020;477,22;-0,01;-55000000;;
11-3-2020;477,21;-0,01;-55000000;;
12-3-2020;477,21;0;0;;
13-3-2020;477,21;0;0;;
14-3-2020;477,22;0,01;55000000;;
15-3-2020;477,24;0,02;110000000;;
16-3-2020;477,25;0,01;55000000;;
17-3-2020;477,26;0,01;55000000;;
18-3-2020;477,3;0,04;220000000;;
19-3-2020;477,32;0,02;110000000;;
20-3-2020;477,35;0,03;165000000;;
21-3-2020;477,39;0,04;220000000;;
22-3-2020;477,41;0,02;110000000;;
23-3-2020;477,44;0,03;165000000;;
24-3-2020;477,49;0,05;275000000;;
25-3-2020;477,53;0,04;220000000;;
26-3-2020;477,58;0,05;275000000;;
27-3-2020;477,64;0,06;330000000;;
28-3-2020;477,68;0,04;220000000;;
29-3-2020;477,73;0,05;275000000;;
30-3-2020;477,79;0,06;330000000;;
31-3-2020;477,83;0,04;220000000;;
1-4-2020;477,9;0,07;385000000;;
2-4-2020;477,95;0,05;275000000;;
3-4-2020;478,01;0,06;330000000;;
4-4-2020;478,08;0,07;385000000;;
5-4-2020;478,14;0,06;330000000;;
6-4-2020;478,2;0,06;330000000;;
7-4-2020;478,25;0,05;275000000;;
8-4-2020;478,3;0,05;275000000;;
9-4-2020;478,34;0,04;220000000;;
10-4-2020;478,37;0,03;165000000;;
11-4-2020;478,4;0,03;165000000;;
12-4-2020;478,45;0,05;275000000;;
13-4-2020;478,53;0,08;440000000;;
14-4-2020;478,57;0,04;220000000;;
15-4-2020;478,62;0,05;275000000;;
16-4-2020;478,67;0,05;275000000;;
17-4-2020;478,73;0,06;330000000;;
18-4-2020;478,8;0,07;385000000;;
19-4-2020;478,83;0,03;165000000;;
20-4-2020;478,87;0,04;220000000;;
21-4-2020;478,91;0,04;220000000;;
22-4-2020;478,96;0,05;275000000;;
23-4-2020;479;0,04;220000000;;
24-4-2020;479,04;0,04;220000000;;
25-4-2020;479,1;0,06;330000000;;
26-4-2020;479,16;0,06;330000000;;
27-4-2020;479,2;0,04;220000000;;
28-4-2020;479,26;0,06;330000000;;
29-4-2020;479,3;0,04;220000000;;
30-4-2020;479,38;0,08;440000000;;
1-5-2020;479,45;0,07;385000000;;
2-5-2020;479,51;0,06;330000000;;
3-5-2020;479,58;0,07;385000000;;
4-5-2020;479,64;0,06;330000000;;
5-5-2020;479,7;0,06;330000000;;
6-5-2020;479,74;0,04;220000000;;
7-5-2020;479,79;0,05;275000000;;
8-5-2020;479,85;0,06;330000000;;
9-5-2020;479,92;0,07;385000000;;
10-5-2020;479,96;0,04;220000000;;
11-5-2020;480,01;0,05;275000000;;
12-5-2020;480,06;0,05;275000000;;
13-5-2020;480,13;0,07;385000000;;
14-5-2020;480,19;0,06;330000000;;
15-5-2020;480,23;0,04;220000000;;
16-5-2020;480,28;0,05;275000000;;
17-5-2020;480,33;0,05;275000000;;
18-5-2020;480,38;0,05;275000000;;
19-5-2020;480,43;0,05;275000000;;
20-5-2020;480,46;0,03;165000000;;
21-5-2020;480,5;0,04;220000000;;
22-5-2020;480,54;0,04;220000000;;
23-5-2020;480,59;0,05;275000000;;
24-5-2020;480,63;0,04;220000000;;
25-5-2020;480,66;0,03;165000000;;
26-5-2020;480,71;0,05;275000000;;
27-5-2020;480,77;0,06;330000000;;
28-5-2020;480,81;0,04;220000000;;
29-5-2020;480,83;0,02;110000000;;
30-5-2020;480,86;0,03;165000000;;
31-5-2020;480,89;0,03;165000000;;
1-6-2020;480,93;0,04;220000000;;
2-6-2020;480,96;0,03;165000000;;
3-6-2020;480,99;0,03;165000000;;
4-6-2020;481,01;0,02;110000000;;
5-6-2020;481,02;0,01;55000000;;
6-6-2020;481,04;0,02;110000000;;
7-6-2020;481,06;0,02;110000000;;
8-6-2020;481,08;0,02;110000000;;
9-6-2020;481,1;0,02;110000000;;
10-6-2020;481,12;0,02;110000000;;
11-6-2020;481,14;0,02;110000000;;
12-6-2020;481,16;0,02;110000000;;
13-6-2020;481,18;0,02;110000000;;
14-6-2020;481,19;0,01;55000000;;
15-6-2020;481,19;0;0;;
16-6-2020;481,2;0,01;55000000;;
17-6-2020;481,21;0,01;55000000;;
18-6-2020;481,22;0,01;55000000;;
19-6-2020;481,23;0,01;55000000;;
20-6-2020;481,24;0,01;55000000;;
21-6-2020;481,25;0,01;55000000;;
22-6-2020;481,25;0;0;;
23-6-2020;481,25;0;0;;
24-6-2020;481,25;0;0;;
25-6-2020;481,23;-0,02;-110000000;;
26-6-2020;481,23;0;0;;
27-6-2020;481,24;0,01;55000000;;
28-6-2020;481,27;0,03;165000000;;
29-6-2020;481,29;0,02;110000000;;
30-6-2020;481,3;0,01;55000000;;
1-7-2020;481,29;-0,01;-55000000;;
2-7-2020;481,29;0;0;;
3-7-2020;481,28;-0,01;-55000000;;
4-7-2020;481,28;0;0;;
5-7-2020;481,28;0;0;;
6-7-2020;481,28;0;0;;
7-7-2020;481,27;-0,01;-55000000;;
8-7-2020;481,26;-0,01;-55000000;;
9-7-2020;481,25;-0,01;-55000000;;
10-7-2020;481,24;-0,01;-55000000;;
11-7-2020;481,23;-0,01;-55000000;;
12-7-2020;481,23;0;0;;
13-7-2020;481,22;-0,01;-55000000;;
14-7-2020;481,22;0;0;;
15-7-2020;481,22;0;0;;
16-7-2020;481,21;-0,01;-55000000;;
17-7-2020;481,2;-0,01;-55000000;;
18-7-2020;481,2;0;0;;
19-7-2020;481,2;0;0;;
20-7-2020;481,19;-0,01;-55000000;;
21-7-2020;481,18;-0,01;-55000000;;
22-7-2020;481,17;-0,01;-55000000;;
23-7-2020;481,15;-0,02;-110000000;;
24-7-2020;481,14;-0,01;-55000000;;
25-7-2020;481,13;-0,01;-55000000;;
26-7-2020;481,12;-0,01;-55000000;;
27-7-2020;481,11;-0,01;-55000000;;
28-7-2020;481,1;-0,01;-55000000;;
29-7-2020;481,08;-0,02;-110000000;;
